customer_id,account_age_days,successful_payments,failed_payments,average_transaction,lifetime_value,engagement_score
CUST_01801,1111,13,3,1468.92,21572.68,0.33
CUST_01802,1070,15,1,13443.68,201752.46,0.25
CUST_01803,190,5,6,7380.52,184111.96,0.18
CUST_01804,298,33,0,2525.81,385470.25,0.66
CUST_01805,436,30,5,17192.17,397604.08,0.2
CUST_01806,1008,4,3,13085.68,191597.05,0.61
CUST_01807,1316,38,5,3389.43,21708.15,0.35
CUST_01808,560,26,5,20881.88,227681.09,0.75
CUST_01809,1134,16,5,17649.71,317411.88,0.99
CUST_01810,819,30,7,10793.32,209109.55,0.7
CUST_01811,505,26,4,23842.18,258851.29,0.84
CUST_01812,684,14,7,23779.67,429706.05,0.31
CUST_01813,836,23,2,23622.47,406094.74,0.77
CUST_01814,1413,16,7,11768.99,127445.66,0.55
CUST_01815,319,9,6,6875.97,257748.94,0.2
CUST_01816,319,24,6,19669.42,381879.31,0.75
CUST_01817,1411,13,6,11905.18,166065.7,0.78
CUST_01818,1002,5,0,21394.2,401427.45,0.14
CUST_01819,153,24,7,2054.31,244450.43,0.73
CUST_01820,1110,21,0,2430.35,468346.24,0.44
CUST_01821,1404,6,3,8310.55,358366.1,0.22
CUST_01822,430,2,7,20052.06,216967.98,0.54
CUST_01823,644,29,3,6200.95,21868.99,0.66
CUST_01824,329,24,5,24653.99,468944.52,0.88
CUST_01825,507,2,4,16538.87,447638.29,0.45
CUST_01826,1191,13,2,14749.32,344941.56,0.95
CUST_01827,97,17,0,18729.44,260886.98,0.34
CUST_01828,1207,28,0,12034.45,396855.74,0.42
CUST_01829,903,10,1,24052.52,256222.3,0.76
CUST_01830,636,3,7,12851.65,32422.73,0.85
CUST_01831,967,39,0,12579.7,68258.11,0.55
CUST_01832,588,11,4,15242.27,330085.54,0.46
CUST_01833,431,9,5,23352.77,167422.66,0.3
CUST_01834,1095,35,4,21392.53,86924.94,0.34
CUST_01835,1077,36,6,1087.55,38973.89,0.35
CUST_01836,940,3,4,20009.2,282000.17,0.11
CUST_01837,1468,1,0,4432.34,91416.04,0.7
CUST_01838,149,9,5,18293.23,1026.36,0.96
CUST_01839,76,25,7,11904.04,277743.85,0.86
CUST_01840,277,6,2,18547.82,479998.43,0.71
CUST_01841,380,33,1,21958.01,63901.66,0.89
CUST_01842,1422,14,2,2179.29,251058.73,0.72
CUST_01843,979,19,2,22750.27,471053.73,0.16
CUST_01844,317,35,2,15033.95,159757.94,0.51
CUST_01845,979,6,7,3449.24,47422.16,0.63
CUST_01846,853,33,4,20621.59,226252.43,0.55
CUST_01847,1309,11,5,9783.54,368671.6,0.53
CUST_01848,185,3,3,5821.14,28780.73,0.82
CUST_01849,936,6,3,8664.49,64113.65,0.47
CUST_01850,64,13,5,12983.4,70440.85,0.31
CUST_01851,1163,31,3,6934.4,267658.4,0.85
CUST_01852,140,23,6,7812.63,385636.45,0.39
CUST_01853,389,20,5,3503.74,227423.13,0.56
CUST_01854,149,3,1,20324.8,23330.97,0.37
CUST_01855,1373,5,4,8158.63,110589.9,0.71
CUST_01856,45,7,6,9713.18,360015.65,0.4
CUST_01857,1301,36,7,7163.31,498339.63,0.9
CUST_01858,386,36,5,18121.34,44975.16,0.86
CUST_01859,1057,36,4,20561.24,202650.81,0.3
CUST_01860,1308,13,5,13596.66,282971.82,0.95
CUST_01861,355,5,4,20095.0,471770.63,0.19
CUST_01862,1212,36,0,6688.65,170986.88,0.16
CUST_01863,311,32,7,12490.21,440453.56,0.46
CUST_01864,1346,4,7,8941.58,354453.7,0.43
CUST_01865,264,24,4,20183.94,185574.42,0.68
CUST_01866,1144,27,3,22151.47,308495.9,0.49
CUST_01867,622,27,5,24441.02,421949.89,0.26
CUST_01868,236,38,7,17483.24,383126.36,0.5
CUST_01869,214,29,7,9415.69,361326.63,0.26
CUST_01870,1123,6,1,11685.95,337326.68,0.59
CUST_01871,533,25,0,9757.86,126328.04,0.64
CUST_01872,86,32,0,16384.58,428286.28,0.2
CUST_01873,1310,26,7,7601.38,352975.98,0.56
CUST_01874,791,22,7,17263.16,260521.26,0.85
CUST_01875,793,38,4,2014.06,401536.9,0.83
CUST_01876,125,32,1,11246.55,316715.32,0.88
CUST_01877,549,13,3,12477.82,282499.34,0.69
CUST_01878,778,27,1,7660.1,6923.8,0.37
CUST_01879,1015,39,0,1461.86,439676.0,0.83
CUST_01880,996,10,1,2041.47,290439.21,0.75
CUST_01881,1267,27,7,7373.24,382357.87,0.59
CUST_01882,692,4,7,857.47,343776.78,0.36
CUST_01883,110,28,6,8009.57,7284.92,0.19
CUST_01884,1362,21,3,15036.77,44344.59,0.73
CUST_01885,1031,20,0,7841.55,448389.19,0.68
CUST_01886,635,2,7,13332.32,259213.04,0.93
CUST_01887,924,7,1,9568.59,492112.5,0.13
CUST_01888,1037,21,3,10980.19,414504.9,0.84
CUST_01889,1110,39,2,16642.83,499748.68,0.34
CUST_01890,333,22,4,4366.29,75187.61,0.51
CUST_01891,732,6,1,6166.65,190570.36,0.53
CUST_01892,783,32,1,8282.89,160029.93,0.5
CUST_01893,45,22,5,4966.57,429857.86,0.33
CUST_01894,1074,25,6,7830.52,495097.72,0.17
CUST_01895,577,26,4,18470.37,244021.0,0.83
CUST_01896,656,9,5,18122.94,141916.16,0.85
CUST_01897,1026,16,5,17340.43,442114.89,0.29
CUST_01898,1442,38,2,24477.74,440245.63,0.35
CUST_01899,505,3,7,15470.34,402355.84,0.91
CUST_01900,1252,23,6,10985.25,252128.69,0.67
CUST_01901,1292,20,7,8907.41,90410.66,0.68
CUST_01902,836,5,0,5481.45,37980.27,0.52
CUST_01903,623,37,2,23778.2,490226.77,0.59
CUST_01904,107,38,6,15342.28,144817.77,0.24
CUST_01905,1130,31,2,3805.75,153056.68,0.84
CUST_01906,551,11,3,16165.03,138766.96,0.3
CUST_01907,588,13,3,23495.98,336200.68,0.17
CUST_01908,1257,28,4,24479.56,87022.84,0.42
CUST_01909,1111,34,6,23355.31,182203.16,0.86
CUST_01910,616,33,2,15965.8,387464.23,0.13
CUST_01911,1008,3,4,5496.55,145856.96,0.81
CUST_01912,1244,18,3,10031.49,208779.69,0.51
CUST_01913,560,12,7,3157.18,473185.98,0.76
CUST_01914,1119,30,5,6437.17,321623.39,0.35
CUST_01915,1394,5,1,22078.55,419509.92,0.62
CUST_01916,777,12,4,564.09,220166.04,0.86
CUST_01917,1324,1,2,10233.26,52094.84,0.16
CUST_01918,1325,31,3,9005.17,356795.4,0.24
CUST_01919,768,30,1,5761.74,137856.66,0.59
CUST_01920,56,21,4,10342.22,178455.38,0.81
CUST_01921,709,10,1,5849.12,363704.92,0.74
CUST_01922,1339,23,5,12594.59,172214.64,0.32
CUST_01923,1062,13,3,13143.95,394182.52,0.31
CUST_01924,966,39,4,19416.22,407100.74,0.54
CUST_01925,37,39,1,17582.91,123889.1,0.91
CUST_01926,878,27,0,17747.31,145949.0,0.25
CUST_01927,1433,24,6,11221.26,36680.01,0.45
CUST_01928,928,13,4,14197.23,401680.18,0.48
CUST_01929,1377,17,2,9821.12,79962.13,0.73
CUST_01930,487,15,1,5213.25,468239.93,0.12
CUST_01931,207,19,7,19854.87,97385.72,0.7
CUST_01932,1247,2,3,16904.89,391415.51,0.58
CUST_01933,82,7,4,13439.31,256137.71,0.96
CUST_01934,146,10,6,23068.19,187315.9,0.91
CUST_01935,1074,39,1,10188.78,435327.56,0.42
CUST_01936,526,24,5,18691.71,24711.36,0.3
CUST_01937,483,22,4,17542.44,194588.13,0.24
CUST_01938,1429,21,3,3777.22,257106.05,0.63
CUST_01939,1450,20,1,892.19,157199.65,0.84
CUST_01940,1007,13,2,10492.95,128965.56,0.11
CUST_01941,576,24,0,11134.79,197283.07,0.86
CUST_01942,32,21,1,22535.8,261967.78,0.2
CUST_01943,524,1,7,19584.1,108287.38,0.74
CUST_01944,1050,11,2,12703.4,482953.55,0.95
CUST_01945,602,10,7,3780.33,109734.33,0.68
CUST_01946,898,13,1,730.53,367213.79,0.17
CUST_01947,329,25,2,19321.2,231701.92,0.74
CUST_01948,407,5,7,8619.43,277794.89,0.62
CUST_01949,897,16,3,3717.95,374332.74,0.52
CUST_01950,304,37,5,15233.93,343496.94,0.12
CUST_01951,796,3,5,530.82,17455.49,0.87
CUST_01952,1389,25,4,16586.66,175231.03,0.7
CUST_01953,1252,13,0,21082.99,324076.01,0.41
CUST_01954,1257,3,3,6413.4,40748.26,0.16
CUST_01955,978,9,0,23154.04,74301.39,0.97
CUST_01956,360,15,1,5599.55,317393.47,0.78
CUST_01957,384,20,6,12077.89,411495.5,0.34
CUST_01958,1468,19,6,13005.78,129127.99,0.13
CUST_01959,457,36,0,1318.88,216393.78,0.15
CUST_01960,1473,20,0,16283.65,17493.05,0.1
CUST_01961,330,9,3,14739.04,20021.0,0.54
CUST_01962,345,20,5,23166.07,323027.47,0.47
CUST_01963,1254,36,0,5240.22,66290.34,0.71
CUST_01964,1255,4,0,7828.88,128987.27,0.63
CUST_01965,1195,36,7,1091.95,42517.71,0.36
CUST_01966,1124,37,6,15021.94,230732.7,0.43
CUST_01967,637,36,6,18122.38,431568.43,0.53
CUST_01968,1169,19,4,22089.52,287859.88,0.46
CUST_01969,927,1,7,10410.82,447810.94,0.25
CUST_01970,641,22,4,669.26,445119.43,0.32
CUST_01971,1085,22,7,24912.33,393837.9,0.47
CUST_01972,1426,12,3,21244.9,184461.36,0.63
CUST_01973,998,28,6,24330.49,28812.03,0.62
CUST_01974,178,15,5,2239.62,280709.14,0.4
CUST_01975,898,6,4,9352.39,280227.85,0.7
CUST_01976,1156,26,5,424.13,214483.9,0.28
CUST_01977,325,13,4,19280.66,103430.7,0.74
CUST_01978,735,38,7,6762.13,248655.5,0.48
CUST_01979,373,11,0,14003.73,212015.36,0.61
CUST_01980,720,22,4,16932.77,445750.05,0.82
CUST_01981,1114,23,7,5248.67,495275.42,0.82
CUST_01982,813,18,7,24232.39,287065.07,0.3
CUST_01983,1217,13,4,10533.42,237311.18,0.47
CUST_01984,791,32,5,22783.71,315630.05,0.62
CUST_01985,820,32,7,22732.28,49379.11,0.65
CUST_01986,563,34,5,23711.57,184199.28,0.92
CUST_01987,1166,32,4,15242.04,307431.28,0.58
CUST_01988,383,35,7,24987.78,417779.42,0.9
CUST_01989,900,33,0,5917.97,2557.7,0.37
CUST_01990,1083,15,1,15611.48,42284.81,0.84
CUST_01991,1333,14,0,16635.05,145386.85,0.33
CUST_01992,63,4,5,12932.48,220634.08,0.56
CUST_01993,1100,26,2,9033.7,398780.4,0.5
CUST_01994,231,11,1,18990.61,333785.79,0.31
CUST_01995,952,18,0,12261.38,275439.51,0.54
CUST_01996,991,28,4,18815.76,68807.19,0.16
CUST_01997,1284,2,6,18827.28,421632.24,0.52
CUST_01998,1011,34,4,23780.11,317492.07,0.42
CUST_01999,377,20,6,11141.05,476630.42,0.65
CUST_02000,716,35,7,7546.72,17675.58,0.83
CUST_02001,71,35,5,12281.28,453148.43,0.85
CUST_02002,847,14,7,11056.0,125872.92,0.72
CUST_02003,1090,32,3,22886.78,375822.47,0.94
CUST_02004,1136,9,5,19144.84,379983.8,0.9
CUST_02005,1355,4,0,8516.62,252101.5,0.11
CUST_02006,50,38,4,24161.59,302450.34,0.77
CUST_02007,1497,39,7,503.11,368304.99,0.24
CUST_02008,745,13,6,16451.36,336444.84,0.1
CUST_02009,823,27,7,8816.24,446930.68,0.36
CUST_02010,37,30,4,13124.9,496619.81,0.11
CUST_02011,357,26,6,11891.46,59184.88,0.43
CUST_02012,336,39,3,24634.62,405146.65,0.51
CUST_02013,305,5,6,13265.87,239087.75,0.5
CUST_02014,1442,34,2,6676.51,19835.91,0.62
CUST_02015,748,8,2,11483.37,122393.27,0.89
CUST_02016,1024,20,1,22383.15,468235.03,0.83
CUST_02017,161,6,5,24578.74,137793.95,0.28
CUST_02018,672,27,6,6703.23,454503.19,0.12
CUST_02019,300,15,7,19243.14,208643.15,0.12
CUST_02020,305,17,1,19005.2,114273.65,0.3
CUST_02021,905,32,3,21221.2,414128.12,0.44
CUST_02022,814,10,6,7774.03,135121.87,0.58
CUST_02023,1381,23,1,24540.97,169540.24,0.73
CUST_02024,977,22,6,13677.41,337919.52,0.67
CUST_02025,1275,17,4,17699.26,246566.21,0.18
CUST_02026,1071,39,0,18751.11,458047.95,0.96
CUST_02027,543,28,2,6459.58,445442.67,0.75
CUST_02028,1237,13,5,20982.05,8765.71,0.68
CUST_02029,1237,7,1,15711.46,230700.37,0.14
CUST_02030,955,4,0,20736.39,339646.07,0.16
CUST_02031,1491,7,1,22901.3,434023.24,0.43
CUST_02032,985,20,5,22238.29,427518.32,0.86
CUST_02033,324,21,1,6233.61,140827.99,0.15
CUST_02034,498,8,3,6664.13,183754.35,0.49
CUST_02035,849,9,0,20318.6,414201.71,0.47
CUST_02036,1230,22,2,10635.64,172936.39,0.55
CUST_02037,479,22,0,823.45,114517.95,0.53
CUST_02038,466,30,6,13690.8,345128.24,0.52
CUST_02039,656,38,7,10449.76,269753.11,0.33
CUST_02040,848,39,3,2684.8,7698.03,0.48
CUST_02041,397,13,1,13144.48,340309.3,0.18
CUST_02042,785,21,2,18020.63,381564.09,0.28
CUST_02043,1425,35,7,21322.44,214274.81,0.97
CUST_02044,260,8,2,18290.32,239570.41,0.55
CUST_02045,101,38,6,22461.91,445522.55,0.98
CUST_02046,154,29,5,8081.9,271398.21,0.18
CUST_02047,1184,23,1,6185.71,437685.91,0.88
CUST_02048,262,29,1,16901.23,304007.5,0.47
CUST_02049,322,20,3,14851.6,324187.01,0.51
CUST_02050,661,19,4,20835.99,138011.59,0.59
CUST_02051,841,29,6,8609.34,363364.89,0.56
CUST_02052,1255,9,3,19746.95,492098.31,0.12
CUST_02053,274,21,0,19887.3,461295.37,0.7
CUST_02054,744,30,5,5562.6,136260.43,0.37
CUST_02055,1098,16,0,23575.66,411720.68,0.14
CUST_02056,425,37,0,11448.02,192712.9,0.49
CUST_02057,902,5,1,23079.1,240638.12,0.66
CUST_02058,531,21,0,10931.42,205349.72,0.44
CUST_02059,1462,17,1,2992.3,54953.55,0.49
CUST_02060,699,23,3,16794.1,30609.78,0.69
CUST_02061,1052,11,4,17026.61,242535.43,0.98
CUST_02062,57,36,0,4112.74,126242.26,0.76
CUST_02063,992,11,7,9389.23,39738.31,0.74
CUST_02064,1481,18,2,407.3,323014.47,0.48
CUST_02065,590,18,0,9917.39,470215.59,0.48
CUST_02066,1298,8,3,17728.22,96213.94,0.6
CUST_02067,365,14,5,1007.19,100664.41,0.32
CUST_02068,1469,26,0,7727.02,275820.9,0.36
CUST_02069,315,13,7,17441.61,84040.73,0.81
CUST_02070,617,14,5,8956.61,429548.14,0.21
CUST_02071,598,30,0,17708.46,452633.99,0.49
CUST_02072,1399,24,5,498.39,246548.77,0.58
CUST_02073,1009,1,6,2940.02,410734.15,0.49
CUST_02074,1155,3,4,16423.17,384928.49,0.24
CUST_02075,955,7,5,22227.51,478874.07,0.88
CUST_02076,1091,33,5,11367.46,173741.36,0.4
CUST_02077,946,16,3,9316.13,452332.49,0.55
CUST_02078,840,15,3,12489.46,90020.73,0.56
CUST_02079,425,26,2,1525.73,427689.24,0.69
CUST_02080,712,22,0,22368.05,97882.2,0.22
CUST_02081,729,21,4,14356.94,123750.31,0.55
CUST_02082,1041,18,4,21233.27,167186.58,0.46
CUST_02083,253,24,7,7383.85,484655.32,0.65
CUST_02084,380,34,2,20499.55,284352.64,0.14
CUST_02085,650,39,3,2088.83,148335.05,0.27
CUST_02086,1207,2,3,4184.66,321733.21,0.58
CUST_02087,960,39,5,15145.34,164360.96,0.8
CUST_02088,529,38,4,18744.14,423614.38,0.44
CUST_02089,152,4,3,2348.3,321245.93,0.52
CUST_02090,1429,34,5,7392.66,250866.72,0.51
CUST_02091,663,39,4,19061.18,426639.0,0.98
CUST_02092,996,8,5,10038.18,338863.9,0.53
CUST_02093,1199,25,5,15124.49,142746.17,0.89
CUST_02094,1023,10,5,6956.91,73281.56,0.62
CUST_02095,962,9,6,13273.69,487041.58,0.92
CUST_02096,1164,3,6,4724.25,52526.15,0.15
CUST_02097,204,14,1,21061.67,341639.8,0.29
CUST_02098,1427,26,0,1535.46,244137.53,0.42
CUST_02099,464,19,0,6532.65,207934.36,0.17
CUST_02100,233,8,1,15802.21,161601.47,0.32
CUST_02101,386,20,7,17859.96,152599.76,0.56
CUST_02102,1203,34,4,7661.63,18497.41,0.13
CUST_02103,1113,23,6,19233.97,359886.51,0.89
CUST_02104,213,16,6,6552.86,404157.99,0.25
CUST_02105,1220,9,6,8453.76,161826.44,0.6
CUST_02106,714,6,3,17736.63,267560.76,0.71
CUST_02107,1256,38,3,3426.08,413494.26,0.88
CUST_02108,1042,12,2,21728.66,22520.77,0.62
CUST_02109,209,15,1,7768.88,398057.64,0.4
CUST_02110,916,18,0,12132.31,53172.67,0.65
CUST_02111,414,20,0,8221.27,329734.27,0.66
CUST_02112,368,9,5,4234.29,218259.31,0.46
CUST_02113,504,23,2,18824.68,255435.08,0.19
CUST_02114,889,34,0,14378.58,167925.97,0.11
CUST_02115,444,31,1,6006.59,24243.39,0.73
CUST_02116,108,9,6,9978.52,155710.17,0.33
CUST_02117,1304,26,5,7630.97,177778.59,0.92
CUST_02118,1289,28,5,3446.09,412038.42,0.47
CUST_02119,927,7,7,13979.75,265357.68,0.39
CUST_02120,896,17,4,20126.09,70623.86,0.8
CUST_02121,727,37,2,6574.32,430004.66,0.73
CUST_02122,1311,28,5,1700.6,282337.89,0.29
CUST_02123,734,9,5,22808.03,202474.55,0.29
CUST_02124,588,31,5,7866.71,333430.29,0.9
CUST_02125,66,19,2,9921.86,256136.58,0.94
CUST_02126,861,36,3,23348.46,249290.0,0.11
CUST_02127,1261,26,7,887.28,199059.05,0.37
CUST_02128,605,22,5,12371.66,289978.02,0.66
CUST_02129,1069,15,4,9397.27,182649.71,0.96
CUST_02130,1222,27,6,19186.08,84783.7,0.48
CUST_02131,1494,1,7,23644.4,108014.66,0.17
CUST_02132,866,12,2,9993.39,181785.42,0.39
CUST_02133,1410,7,3,15120.36,91228.42,0.59
CUST_02134,1434,24,1,14251.01,235782.03,0.14
CUST_02135,746,14,1,10740.37,326093.09,0.33
CUST_02136,52,9,5,11705.92,128947.17,0.75
CUST_02137,228,17,3,645.35,386130.93,0.89
CUST_02138,325,20,3,7346.37,238487.42,0.96
CUST_02139,1395,39,7,23138.45,52902.21,0.45
CUST_02140,1482,8,0,20027.58,122407.66,0.75
CUST_02141,1400,2,1,5067.47,441488.3,0.83
CUST_02142,761,12,7,18690.55,67542.65,0.22
CUST_02143,1440,36,1,4394.0,491040.27,0.19
CUST_02144,395,5,2,13590.56,331430.76,0.2
CUST_02145,259,39,2,3665.42,449043.81,0.32
CUST_02146,822,14,5,5126.94,6566.14,0.32
CUST_02147,1246,14,1,2643.31,498427.6,0.34
CUST_02148,474,24,1,9499.98,228412.17,0.26
CUST_02149,1197,4,6,21353.42,378519.78,0.65
CUST_02150,810,25,0,19470.95,243718.14,0.3
CUST_02151,1016,37,4,19495.88,115264.61,0.57
CUST_02152,368,29,7,755.89,416112.14,0.26
CUST_02153,797,21,0,10833.16,303490.58,0.6
CUST_02154,478,29,7,18886.09,16272.14,0.35
CUST_02155,1326,19,4,4895.04,467333.95,0.98
CUST_02156,1134,19,3,14812.78,177420.88,0.53
CUST_02157,269,32,0,17548.34,217414.77,0.28
CUST_02158,803,30,7,16798.04,403371.29,0.25
CUST_02159,93,31,1,12199.37,159455.28,0.42
CUST_02160,535,22,1,5733.78,5398.6,0.74
CUST_02161,1382,22,4,8671.72,409847.54,0.22
CUST_02162,347,1,1,6535.05,10260.61,0.73
CUST_02163,978,22,1,20979.83,34331.74,0.95
CUST_02164,1296,39,6,9498.3,388419.29,0.64
CUST_02165,535,5,2,9102.65,128819.29,0.33
CUST_02166,512,11,7,4150.76,361402.04,0.75
CUST_02167,336,34,3,23879.55,65160.05,0.73
CUST_02168,1222,38,0,23141.26,426066.57,0.57
CUST_02169,1458,14,6,1778.9,480871.72,0.59
CUST_02170,1318,16,5,14501.35,445075.6,0.69
CUST_02171,389,8,1,11942.79,434445.46,0.36
CUST_02172,945,30,5,3568.56,338822.8,0.71
CUST_02173,1242,14,6,9561.62,313303.34,0.81
CUST_02174,802,29,2,17805.6,68081.11,0.83
CUST_02175,341,22,1,8686.36,54964.83,0.56
CUST_02176,1046,28,6,5148.29,103322.49,0.68
CUST_02177,87,16,1,18255.76,499665.63,0.99
CUST_02178,610,34,1,7811.52,225412.98,0.59
CUST_02179,522,6,5,9551.04,41308.83,0.45
CUST_02180,201,16,3,18971.17,322774.46,0.31
CUST_02181,218,13,5,4627.5,345643.34,0.86
CUST_02182,777,24,7,4076.31,34018.19,0.29
CUST_02183,1366,19,6,20068.91,334318.56,0.58
CUST_02184,1058,4,5,4261.24,324145.21,0.94
CUST_02185,1384,11,6,11010.07,403642.77,0.36
CUST_02186,1289,18,2,2927.79,248090.62,0.65
CUST_02187,699,14,6,17059.73,6026.76,0.53
CUST_02188,399,20,0,20911.5,210724.84,0.62
CUST_02189,84,36,4,7628.92,292726.38,0.48
CUST_02190,1311,29,6,22639.31,99853.99,0.12
CUST_02191,1362,32,4,16643.37,156209.81,0.39
CUST_02192,40,2,2,1735.9,464629.06,0.3
CUST_02193,377,11,6,6735.73,273911.23,0.27
CUST_02194,984,25,2,4317.55,204462.38,0.85
CUST_02195,874,2,1,13234.71,243200.81,0.42
CUST_02196,317,30,7,3992.86,288877.86,0.69
CUST_02197,878,10,5,23680.13,124062.09,0.7
CUST_02198,791,32,1,23456.89,368591.71,0.51
CUST_02199,1051,36,5,14927.1,439470.09,0.42
CUST_02200,1349,30,6,22680.61,66232.53,0.61
CUST_02201,867,25,4,16615.15,307706.77,0.86
CUST_02202,804,36,0,9178.29,463427.04,0.73
CUST_02203,240,19,6,22962.69,273714.71,0.56
CUST_02204,364,31,2,3772.45,434975.41,0.71
CUST_02205,648,18,0,12963.4,338197.63,0.96
CUST_02206,1300,15,6,13189.03,97544.45,0.9
CUST_02207,180,13,6,17658.74,21960.88,0.92
CUST_02208,82,3,4,14291.73,75542.89,0.52
CUST_02209,176,6,6,12385.47,96283.48,0.11
CUST_02210,1065,26,3,20029.66,472649.69,0.65
CUST_02211,1219,20,3,14488.38,348124.47,0.93
CUST_02212,1094,34,6,7985.82,245688.66,0.8
CUST_02213,894,32,7,870.21,67557.24,0.69
CUST_02214,1435,18,7,15104.67,468635.34,0.25
CUST_02215,380,24,0,6514.49,136710.59,0.75
CUST_02216,556,15,4,2549.79,25514.32,0.4
CUST_02217,248,38,1,13935.2,179330.83,0.97
CUST_02218,767,2,1,7715.61,266023.6,0.47
CUST_02219,1016,9,6,1810.94,78803.55,0.5
CUST_02220,1089,9,4,11914.8,384948.89,0.19
CUST_02221,270,23,7,23834.26,397481.59,0.14
CUST_02222,812,15,2,8068.58,350393.59,0.84
CUST_02223,941,4,5,21912.24,383544.71,0.43
CUST_02224,236,6,2,10424.14,317404.45,0.12
CUST_02225,1389,33,7,11830.23,430502.6,0.96
CUST_02226,329,12,0,21952.15,464180.18,0.58
CUST_02227,1409,32,4,23926.88,184766.89,0.68
CUST_02228,411,21,2,16147.45,322133.68,0.91
CUST_02229,1395,14,5,21693.38,371467.84,0.95
CUST_02230,220,6,5,4307.07,155655.02,0.91
CUST_02231,1140,32,1,19245.21,471045.24,0.29
CUST_02232,1108,14,4,16867.77,235171.86,0.41
CUST_02233,420,22,6,20363.71,81849.19,0.77
CUST_02234,236,19,7,4708.56,378684.92,0.14
CUST_02235,705,4,0,6529.22,163050.55,0.85
CUST_02236,197,32,1,8945.17,290585.76,0.3
CUST_02237,471,15,7,21130.31,359285.1,0.95
CUST_02238,1287,10,5,14949.89,186785.09,0.35
CUST_02239,230,16,4,1060.43,362177.59,0.91
CUST_02240,1061,39,5,8348.0,119569.49,0.58
CUST_02241,475,22,6,4090.38,104166.58,0.66
CUST_02242,1251,1,3,14355.38,370015.61,0.81
CUST_02243,815,24,6,5910.58,195423.38,0.65
CUST_02244,459,22,1,499.69,219307.23,0.33
CUST_02245,441,29,6,9779.22,71632.88,0.74
CUST_02246,466,34,6,20921.09,147651.15,0.15
CUST_02247,965,21,1,23316.1,143674.3,0.48
CUST_02248,185,26,6,10513.38,212369.33,0.73
CUST_02249,826,19,5,16020.83,197548.43,0.37
CUST_02250,330,1,6,4912.63,255597.75,0.58
CUST_02251,512,11,5,777.16,251504.3,0.63
CUST_02252,1016,19,3,5935.99,159368.79,0.97
CUST_02253,75,27,5,21349.69,277333.2,0.75
CUST_02254,1348,17,7,8414.17,476273.18,0.12
CUST_02255,790,32,2,10175.86,17988.21,0.84
CUST_02256,856,19,3,11126.82,363640.68,0.91
CUST_02257,1491,27,4,22074.15,266912.27,0.78
CUST_02258,484,16,3,3109.93,70249.17,0.37
CUST_02259,548,35,6,19105.34,131979.74,0.32
CUST_02260,1347,20,7,15953.18,111923.24,0.15
CUST_02261,79,20,1,11176.69,353853.19,0.63
CUST_02262,1285,21,1,5831.28,426719.51,0.33
CUST_02263,1118,9,0,8887.34,59083.76,0.14
CUST_02264,630,14,3,23870.18,72000.82,0.74
CUST_02265,1469,21,6,18496.14,149361.54,0.15
CUST_02266,390,27,7,19556.33,301448.81,0.51
CUST_02267,863,27,0,21556.86,7602.41,0.72
CUST_02268,1296,34,1,11231.95,58205.33,0.85
CUST_02269,926,38,2,3765.04,443395.49,0.76
CUST_02270,719,17,3,11739.02,79648.06,0.63
CUST_02271,807,27,7,4496.2,192149.77,0.88
CUST_02272,670,20,2,3151.06,219527.45,0.86
CUST_02273,455,37,0,408.04,137662.04,0.64
CUST_02274,473,8,3,3444.79,391235.1,0.97
CUST_02275,1367,8,5,19298.91,214998.33,0.78
CUST_02276,876,22,2,23446.08,44637.09,0.6
CUST_02277,270,1,4,23066.67,466548.31,0.32
CUST_02278,761,37,1,22962.86,225612.01,0.77
CUST_02279,111,29,3,5223.95,213290.17,0.78
CUST_02280,624,18,5,18200.2,175536.46,0.38
CUST_02281,795,25,3,24750.34,204032.65,0.11
CUST_02282,124,12,1,24767.7,223110.41,0.67
CUST_02283,439,23,6,17293.21,162084.43,0.59
CUST_02284,485,39,7,22065.57,211174.5,0.86
CUST_02285,1314,37,1,12371.04,445091.89,0.86
CUST_02286,951,10,5,10592.7,37308.43,0.19
CUST_02287,821,17,4,17172.08,290679.12,0.64
CUST_02288,288,12,4,17690.92,130797.88,0.95
CUST_02289,826,6,1,9316.63,51005.46,0.71
CUST_02290,1282,4,4,11389.8,165654.69,0.83
CUST_02291,246,18,0,15980.45,443566.46,0.48
CUST_02292,66,20,5,2742.16,59436.51,0.37
CUST_02293,238,39,2,12260.06,415988.38,0.91
CUST_02294,1132,25,7,21585.81,87965.06,0.66
CUST_02295,1297,39,0,24653.22,51246.11,0.48
CUST_02296,767,14,3,14155.63,72157.43,0.6
CUST_02297,678,25,7,7199.16,465773.75,0.72
CUST_02298,1133,13,6,21259.74,201413.47,0.85
CUST_02299,1222,28,4,10996.98,351779.87,0.26
CUST_02300,185,17,6,8067.57,414619.66,0.64
CUST_02301,146,28,6,14545.99,83602.11,0.46
CUST_02302,251,27,1,19099.43,241786.67,0.95
CUST_02303,1231,23,0,20032.17,69175.15,0.41
CUST_02304,1360,30,4,10145.41,136096.13,1.0
CUST_02305,1416,1,0,8300.46,257529.35,0.89
CUST_02306,215,22,7,22119.2,81036.54,0.41
CUST_02307,712,39,6,387.35,465634.46,0.43
CUST_02308,1163,29,3,15804.2,188448.72,0.23
CUST_02309,1047,37,0,17240.61,9921.36,0.29
CUST_02310,734,34,1,9387.2,169000.24,0.33
